SMILES,id,qm,nmr,type
C(Cl)Cl,0,0.3931794373101361,-0.6164398247960121,C
C(Cl)(Cl)Cl,0,-0.21609964330024747,-0.18213737498272248,C
CO,0,0.6957921597307406,-0.6885155505097071,C
CN(=O)=O,0,0.46209124538611523,-0.4445669404018167,C
C(C)(Cl)(Cl)Cl,0,-0.5860379684958493,0.1505198206189462,C
C(C)(Cl)(Cl)Cl,1,0.7786273254486694,-0.7698317538790038,C
CCN(=O)=O,0,1.4205117372458973,-1.3797032791487296,C
CCN(=O)=O,1,0.31792280803023054,-0.29856739344330646,C
[SiH](C)(C)Cl,2,1.5849483534476585,-1.5853963117624283,C
C=C(Cl)Cl,1,-0.9633785850960321,0.7733280146065148,C
C=C(Cl)Cl,0,-0.5930877698335455,0.5256832134363836,C
C(=C\Cl)/Cl,0,-0.7293251806845222,0.6143917989301618,C
C(=O)C,0,-2.1280057660834246,2.081779650639745,C
C(=O)C,2,1.0232554318667233,-1.0415017969537,C
O1CC1,1,0.9175084118012821,-0.8788693902151063,C
S(=O)(C)C,2,0.8299146301804083,-0.8585403393727822,C
S1CC1,1,1.2558988760106937,-1.2632732606881456,C
C(=O)(Cl)C,0,-1.6484430300866488,1.5384395644903528,C
C(=O)(Cl)C,3,0.9915313258470907,-0.9860589310200885,C
C(#N)C,0,-0.6667581938124696,0.560797028527671,C
C(#N)C,2,1.6057452673938621,-1.5774495009786105,C
C1CC1,0,1.6822356119078645,-1.6624618954101482,C
C(C)(C)Cl,0,0.4991027024090198,-0.6182879203271325,C
C(C)(C)Cl,1,1.132703597634455,-1.1024889494806724,C
C=C(C)Cl,0,-0.46301893515305276,0.47264287169322855,C
C=C(C)Cl,1,-1.108428247619129,0.9518540429127436,C
C=C(C)Cl,2,1.1330560877013396,-1.1274382391507978,C
C=CCCl,0,-0.5904440943319094,0.5774298883077542,C
C=CCCl,1,-0.9348268896783629,0.8749732688181358,C
C=CCCl,2,0.6809875769215789,-0.775376040472365,C
C(=O)(C)C,0,-2.2226493490419945,2.1945134780380884,C
C(=O)(C)C,2,1.0637917895584759,-1.0433498924848204,C
C1COC1,0,1.2153625183189416,-1.1856532483810895,C
C1COC1,1,0.3152791325285944,-0.26714976941426016,C
C(=O)(C)OC,0,-1.5559143875293877,1.555072424270436,C
C(=O)(C)OC,2,1.2661210879503533,-1.2318556366590991,C
C(=O)(C)OC,4,0.638160033795075,-0.658946022011781,C
C(=O)N(C)C,0,-1.318512327482472,1.394288113062963,C
C(=O)N(C)C,3,1.1041519022167858,-1.0341094148292185,C
C(=O)N(C)C,4,0.990650100679879,-0.9417046382731993,C
CCC#N,2,-0.7310876310189462,0.6273284676480045,C
CCC#N,1,1.383852770289878,-1.4129689987088967,C
CCC#N,0,1.41998300214557,-1.4074247121155354,C
C[C@@H](C#N)Cl,1,1.1871633129681574,-1.1764127707254879,C
C[C@@H](C#N)Cl,0,0.7766886300808027,-0.9097325855848167,C
C[C@@H](C#N)Cl,2,-0.6574172070400223,0.5700375061832729,C
c1ccon1,0,-1.1294014065987747,1.146273692786608,C
c1ccon1,1,-0.28783137191130526,0.3059446547861702,C
c1ccon1,2,-1.285554506228743,1.307612432653417,C
C(=C)(C)C,0,-1.1561906516820197,1.0034159082310021,C
C(=C)(C)C,1,-0.36537918662596197,0.43457210375214866,C
C(=C)(C)C,2,1.1790560414298068,-1.1754887229599276,C
C1CCC1,0,1.2643586376159293,-1.1782608662566083,C
C(#CC)C,0,1.5759598567420963,-1.5473255438213485,C
C(#CC)C,1,0.19243634421924022,-0.23092709700430056,C
C1CCC1,1,-0.9496314724875247,0.9267199436895062,C
C1CCC1,0,1.04211365044506,-1.0507422746093018,C
CC(C)(C)Cl,1,0.25835198672669873,-0.37988359681260336,C
CC(C)(C)Cl,2,1.0130332199270642,-0.9712741667711254,C
C(=CCl)(C)C,1,-0.4767660477615602,0.45434672593513686,C
C(=CCl)(C)C,0,-1.050972366716906,0.8843985560268496,C
C(=CCl)(C)C,4,1.2946727833680225,-1.18657729614665,C
C(=CCl)(C)C,3,1.2053165514127249,-1.2732529765561957,C
C1OCCC1,0,0.37784611940064705,-0.3521621638457976,C
C1OCCC1,3,1.1612552930521243,-1.1283622869163579,C
C1CC(=O)C1,2,-2.2957910379205915,2.25180443950282,C
C1CC(=O)C1,1,0.743025828693304,-0.7254774611321148,C
C1CC(=O)C1,0,1.424212882948188,-1.4259056674267392,C
CC(C)C#N,3,-0.7769113397139707,0.6796295711787114,C
CC(C)C#N,1,1.1940368692724108,-1.2416505429740372,C
CC(C)C#N,2,1.26805978331822,-1.2396176378898047,C
c1ccco1,0,-0.9855854593097747,1.0302132934322479,C
c1ccco1,1,-0.39199218667576474,0.4184936726314015,C
C(=O)(C)C#C,2,0.9876539351113579,-1.013780363986894,C
C(=O)(C)C#C,0,-1.801599964148096,1.7879324611916043,C
C(=O)(C)C#C,3,0.1263444566783395,-0.0952768850200645,C
C(=O)(C)C#C,4,0.11876592024031632,-0.1525678464847965,C
c1cccs1,0,-0.7386661674569696,0.7012522888928199,C
c1cccs1,1,-0.7018309554675074,0.7326699129218663,C
C1CCCC1,0,1.1425733195072296,-1.119121809260756,C
C(=CC)(C)C,3,1.2666498230506804,-1.289146598123831,C
C(=CC)(C)C,0,-0.9341219095445933,0.8306189760712466,C
C(=CC)(C)C,1,-0.57581575655619,0.5866703659633561,C
C(=CC)(C)C,2,1.3960136775974037,-1.3612223238375258,C
C(=CC)(C)C,4,1.2650636177496988,-1.1357546690408393,C
C1CC=CC1,0,1.1575541473498336,-1.1841747719561933,C
C1CC=CC1,1,0.9915313258470907,-1.0065727914155247,C
C1CC=CC1,2,-0.8417695120207748,0.807887401038466,C
C(=S)=NC,3,1.1288262068987223,-1.0455676071221647,C
C(=S)=NC,0,-0.6175858294820392,0.7733280146065148,C
C(=O)/C=C/C,0,-1.9399523154003815,1.9771774435783311,C
C(=O)/C=C/C,2,-0.8405357967866779,0.8788542694334888,C
C(=O)/C=C/C,3,-1.3722670626824047,1.2431138986173156,C
C(=O)/C=C/C,4,1.2456766640710346,-1.264936546666154,C
C1OCC=C1,0,0.21763938400150384,-0.2150334754366653,C
C1OCC=C1,3,-0.7443060085271264,0.726016769009833,C
C1CC(=C)C1,3,-0.2517011400556129,0.32775218205339085,C
C1CC(=C)C1,2,-1.2850257711284157,1.1747343639658616,C
C1CC(=C)C1,1,1.0116232596595247,-1.0159980786242386,C
C1CC(=C)C1,0,1.2980214390034281,-1.299126313991881,C
C(C#N)C#N,0,1.4494159227304515,-1.4467891469283998,C
C(C#N)C#N,1,-0.524528451824451,0.41202533827248,C
C(C)SCC,3,1.0065121536896953,-1.1376027645719597,C
C(C)SCC,4,1.3840290153233201,-1.3353489864018406,C
C=CCCl,1,-0.9348268896783629,0.8683201249061022,C
C=CCCl,0,-0.5904440943319094,0.5809412698168829,C
C=CCCl,2,0.6809875769215789,-0.7722342780694603,C
C=C(Cl)C,1,-1.108428247619129,0.9518540429127436,C
C=C(Cl)C,0,-0.46301893515305276,0.47264287169322855,C
C=C(Cl)C,3,1.1330560877013396,-1.1274382391507978,C
N(C)(C)C#N,1,0.9014701137580236,-0.8598340062445664,C
N(C)(C)C#N,3,-0.6694018693141055,0.5970197009376303,C
C=C(C=C)C,0,-0.5380993193995162,0.4913086365575445,C
C=C(C=C)C,1,-1.0816390025358837,1.0239297686264386,C
C=C(C=C)C,2,-0.9852329692428899,0.9751400466048602,C
C=C(C=C)C,3,-0.49703422660743624,0.5487844075753884,C
C=C(C=C)C,4,1.2886804522309807,-1.278982072702669,C
CCCl,0,1.2682360283516623,-1.2632732606881456,C
CCCl,1,0.7620602923050837,-0.8714770080906249,C
C(=C\C#N)/C#N,2,-0.5791644121915956,0.502766828850491,C
NCCCOC(C)C,1,0.8702747428387182,-0.8838592481491314,C
c1cccc(n1)Cl,1,-0.6383827434282429,0.6520929477650177,C
c1c(nccn1)C,1,-1.2559453406104193,1.2392328980019631,C
c1(nc(cc(n1)N)N)N,0,-1.3488264732345652,1.4027893525061168,C
c1n[nH]c(=O)[nH]1,0,-0.8585127901978028,0.8980744629571406,C
C1CCC(=O)C1,2,0.8797919746446083,-0.9028946321196712,C
OCCNCCCC,6,1.2000292004094526,-1.2294531124686428,C
c1cccc(n1)NN,0,-1.1116006582210922,1.1183674502666898,C
C(=CCBr)(C)C,2,0.8882517362498434,-1.0625700860084721,C
[C@H]1([C@@H]([C@H]2CCCN2[C@@H]1CO)O)O,4,1.1924506639714292,-1.1117294271362745,C
n1ccccn1,1,-1.1850948371665737,1.211326655482045,C
C1CCC(=O)CC1,0,1.1295311870324918,-1.1449951466964412,C
c1(c(nc[nH]1)C#N)C#N,5,-0.534574418730668,0.44307334319530256,C
C1COC(=O)C1,5,1.0738377564646928,-1.0969446628873114,C
OCCN(CC)CC,1,0.4761908480615076,-0.5220021431557607,C
[C@H]1(CC(=O)O1)C,1,0.7944893784584857,-0.7890519474026558,C
c1ccc(s1)C,1,-0.6896700481599818,0.7356268657716589,C
C1CC=CC1=O,3,-0.837539631218157,0.8744188401587997,C
c1ncccn1,3,-0.6212869751843297,0.6568979961459306,C
C([C@H](CCCC)N)O,1,0.6247654112534526,-0.6308549699387511,C
c1c(cccc1)C,6,1.2342207368972784,-1.2133746813478954,C
c1ccc(cc1)N(=O)=O,1,-0.7571718959684217,0.784416587793237,C
OC[C@@H](N)[C@@H](C)CC,1,0.4689648016903689,-0.42183536536903593,C
C1CCN(C1)C,4,0.6115470337452724,-0.55730076780016,C
C1CCC(CC1)Cl,0,1.1423970744737868,-1.1418533842935368,C
c1ccc(c(c1)N)Br,0,-0.7448347436274536,0.7611305841011203,C
c1ccccc1Cl,4,-0.9300682737754181,0.8736796019463516,C
OCCCCCCN,6,0.8061215506656841,-0.8354391452337774,C
C=CC(C)(C)C,1,-1.2233400094235751,1.1595799806106746,C
C(=O)(C)N(C)C,5,1.0537458226522587,-0.9657298801777643,C
c1cccn1C,1,-0.33013017993748156,0.39262033519571604,C
c12c([N]C=N[C]1N)[nH]cn2,0,-1.1026121615155295,1.194878605255074,C
[C@H]12[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,1,1.3498374788354943,-1.3370122723798488,C
c12c(c(=N)n(cn1)C)nc[nH]2,0,-1.0005662871523788,1.1636457907791395,C
c1cncc(n1)N,4,-1.2254549498248837,1.2512455189542453,C
C1CC(=O)C=CC1,0,1.1561441870822942,-1.1856532483810895,C
CC(C)(C)C=O,1,0.7855008817529229,-0.8234265242814949,C
OCCN(CC)CC,4,0.7179990339444832,-0.7398926062748536,C
CC(C)(C)N(=O)=O,0,1.100627001547938,-1.095096567356191,C
c1[nH]c(c(n1)C#N)N,0,-0.8038768298306582,0.8014190666795443,C
C1CC(=O)C=CC1,5,-1.271631148586793,1.1743647448596375,C
c1cccc(n1)NN,2,-0.9260146380062427,0.9306009443048591,C
C1CCC=CC1,3,-0.7781450549480676,0.7437584861085885,C
c1ccc(o1)C=O,3,-1.1584818371167713,1.224263324199888,C
c1(c(nc[nH]1)C#N)C#N,3,-0.9593249493268567,1.0104386712492595,C
C1CC(=O)C=CC1,6,1.0992170412803985,-1.1320584779785987,C
C1CCC(=O)CC1,1,1.0773626571335406,-1.1061851405429133,C
c1ccc(cc1)Cl,3,-0.9300682737754181,0.8749732688181358,C
OCCN(CC)CC,2,0.5184896560876839,-0.5957411548474639,C
C([C@H](CCCC)N)O,3,1.0449335709801386,-1.0843776132756928,C
c1cccc(n1)NN,4,-1.3662747315453632,1.3750679195393112,C
C1=CC(=O)C=CC1=O,0,-0.8983441677557857,0.915631370502784,C
c1(ccn(n1)C)N,1,-0.02910366281785897,0.1052414801064968,C
C([C@H](CCCC)N)O,2,0.9876539351113579,-0.9843956450420801,C
CC(C)(C)C=O,2,1.2150100282520566,-1.1756735325130396,C
C(=O)(C#N)OCC,0,-1.0472712210146153,1.060522060142622,C
OC[C@@H](N)CC(C)C,1,0.41679627179141804,-0.3748937388785784,C
C1CC(=O)C=CC1,4,-0.7543519754333433,0.7899608743865983,C
[C@H]12[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,0,1.1779985712291523,-1.1839899624030814,C
COCCNC(C)C,3,0.8059453056322419,-0.7404470349341897,C
c1scc(C)n1,0,-1.2376158571324096,1.2028254160388911,C
c1ccccc1,0,-0.7376086972563151,0.7659356324820332,C
c12c([C](N=C[N]1)N)cn[nH]2,4,-1.2547116253763226,1.2516151380604694,C
C(=O)(C)N(C)C,2,1.2111326375163238,-1.2133746813478954,C
OC[C@@H](N)[C@@H](C)CC,5,1.3850864855239746,-1.327771794724247,C
c12c(cccc1)cc[nH]2,2,-0.5782831870243836,0.619936085523523,C
[C@H]1([C@H]([C@H]2CCCN2[C@@H]1CO)O)O,8,0.4026966691160259,-0.4685921823063816,C
[C@H]1([C@H]([C@H]2CCCN2[C@@H]1CO)O)O,5,0.5636083846489389,-0.5628450543935211,C
c12c([N]C=N[C]1N)[nH]cn2,8,-0.9184361015682195,0.9840109051542384,C
OCCNCCCC,5,0.9744355576031778,-1.0147044117524544,C
c12c(cccc1)cc[nH]2,6,-0.21715711350090194,0.2743422212040118,C
c1cc(ccc1)Br,0,-0.7686278231421778,0.793472255895727,C
CC(C)(C)C#C,4,-0.14454415972263224,0.10431743234093666,C
c12c(cccc1)cc[nH]2,3,-0.5543138624762171,0.6033032257434396,C
c1(ccn(n1)C)N,2,-0.7892484920549389,0.8165734500347318,C
c12c(cccc1)cc[nH]2,1,-0.714344352841918,0.7493027727019497,C
c1cccc(n1)Cl,3,-0.6782141209862257,0.6910877634716578,C
c1ccc(s1)C,3,-1.0680681349608188,0.9692261409052751,C
c1scc(C)n1,2,-0.49650549150710926,0.48151373024260646,C
OCCNCCCC,2,0.6957921597307406,-0.6535865449715319,C
n1ccccn1,2,-0.7268577502163286,0.7511508682330702,C
C1=C[C@H]2C[C@@H]1C=C2,0,-1.089570029040792,1.0376056755567291,C
[C@H]1([C@H]([C@H]2CCCN2[C@@H]1CO)O)O,4,1.0433473656791574,-1.0636789433271445,C
C(=C(\C)/C(C)C)\C,0,-0.5338694385968983,0.5336300242202013,C
c1(cc([nH]n1)C)N,0,-1.2076542014472011,1.2375696120239548,C
c1cccc(n1)Cl,2,-0.9600299294606265,0.9561046626343203,C
c12c([N]C=N[C]1N)[nH]cn2,3,-1.1979607246078692,1.2262962292841202,C
c1ccc(cn1)Br,4,-1.1528419960466143,1.1808330792185586,C
CC(C)(C)NCCO,0,1.059561908755858,-1.0742130878545306,C
c12c(cccc1)cc[nH]2,0,-0.8541066643617428,0.8971504151915801,C
c1c(nc[nH]1)CCN,0,-0.4358772000029228,0.571700792161281,C
C(=CCBr)(C)C,5,1.2922053528998285,-1.2852655975084781,C
N(C)(C)C(CO)(C)C,6,1.1954468295399503,-1.244422686270718,C
c1scc(C)n1,4,1.304542505240797,-1.298941504438769,C
[C@H]1(CC(=O)O1)C,0,0.3910644969088272,-0.3499444492084531,C
C1CC(=O)C=CC1,1,0.8875467561160739,-0.9028946321196712,C
c1ccccn1,1,-0.6561834918059254,0.6744549036915742,C
c1scc(C)n1,3,-1.213294042517358,1.2277747057090167,C
C1COCOC1,1,0.41327137112256995,-0.3717519764756737,C
c1c(cccc1)N(C)C,5,-0.7465971939618775,0.7751761101376351,C
C(CC(C)C)Br,3,1.1986192401419131,-1.2033949654798455,C
C(=C(\C)/C(C)C)\C,3,0.9111635905973559,-0.9252565880462279,C
C1CCN(C1)C,1,1.2234697898572922,-1.154235624352043,C
CC(C)(C)C#N,1,1.04211365044506,-1.0891826616566056,C
N(C)(C)C(CO)(C)C,1,0.9492325178209147,-0.9023402034603353,C
